family,index,threshold,precision,recall,f_score,best
M82_category,53,0.640314,0.832186349246328,0.5522188394057767,0.6638937555522559,False
M82_category,54,0.632369,0.8293814126086668,0.5606485456634315,0.6690380736215894,False
M82_category,55,0.625217,0.8255946294893565,0.5691131457295505,0.6737709003054261,False
M82_category,56,0.617931,0.8232373854217001,0.5771876762646875,0.6785975008667423,False
M82_category,57,0.610227,0.8206088665871342,0.5847837838596308,0.6829105843395966,False
M82_category,58,0.602671,0.818294636045636,0.5924495597355125,0.6872944057596906,False
M82_category,59,0.595381,0.8154554788934345,0.6001945517771058,0.6914589411859152,False
M82_category,60,0.58813,0.812616692430849,0.6075922734300812,0.6953056000206108,False
M82_category,61,0.580266,0.8103097434576308,0.6149983378054746,0.6992721810605275,False
M82_category,62,0.572418,0.8080020573592169,0.6222288370667327,0.703050371038092,False
M82_category,63,0.565335,0.8054772073786168,0.6296769401928773,0.70680968200596,False
M82_category,64,0.558258,0.8038994242608974,0.6380194172675417,0.7114179070785573,False
M82_category,65,0.551377,0.8014792995239314,0.6457228161530719,0.7152193391244199,False
M82_category,66,0.544333,0.7985888850424836,0.653565975575139,0.7188359008959535,False
M82_category,67,0.536893,0.7966855041225368,0.660682772418499,0.7223381983565309,False
M82_category,68,0.529988,0.7948445832068859,0.6681921913674613,0.7260363554485296,False
M82_category,69,0.522669,0.7924743443420706,0.6748933157198391,0.728972911742324,False
M82_category,70,0.51455,0.7893941668802832,0.6808729406388521,0.7311285479736409,False
M82_category,71,0.506739,0.7868869651654795,0.6871352959165837,0.7336358777444297,False
M82_category,72,0.497579,0.7834314983823049,0.6923705187395729,0.7350916540820551,False
M82_category,73,0.488676,0.7800851591416749,0.6977915397598607,0.7366471434942788,False
M82_category,74,0.479309,0.776939407379526,0.703146940515023,0.7382036433774213,False
M82_category,75,0.468665,0.7740555878882343,0.7077404935061126,0.7394141348486805,False
M82_category,76,0.457304,0.7707403131255016,0.7122120976946218,0.7403212283600468,False
M82_category,77,0.445725,0.7670684629561937,0.7163149602623116,0.7408234539506532,False
M82_category,78,0.433153,0.763167594127696,0.7199445126644629,0.7409262174037019,False
M82_category,79,0.420002,0.7597636948727633,0.7233543798265445,0.7411121281504643,True
M82_category,80,0.406731,0.7564215433405582,0.7264072442846792,0.7411106304397553,False
M82_category,81,0.392707,0.7525958552759178,0.7290062385622501,0.7406132535773318,False
M82_category,82,0.376757,0.7487082300821659,0.7312535208676276,0.7398779448168684,False
M82_category,83,0.360247,0.7446696874028739,0.733493366510555,0.7390392751400567,False
M82_category,84,0.344041,0.7403462333091799,0.735159952287293,0.7377439781258952,False
M82_category,85,0.325569,0.7359656452271143,0.7366647294083989,0.7363150213838261,False
M82_category,86,0.307531,0.7316702264252686,0.7380391774436711,0.7348409020850004,False
M82_category,87,0.289219,0.7268664695042193,0.73909097494898,0.7329277526251509,False
M82_category,88,0.269657,0.7219412787968543,0.7401063095230058,0.7309109495631064,False
M82_category,89,0.246203,0.7168071734137818,0.7412998334978145,0.7288477948229103,False
M82_category,90,0.222288,0.7110382381221182,0.7421138771822773,0.726243781583909,False
M82_category,91,0.193156,0.7049270824417005,0.7428023858302212,0.7233692898425996,False
M82_category,92,0.162324,0.6984560641532032,0.7436118797929427,0.7203269845892087,False
